Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
66.1,2024-04-05,Friday,09:19:00,308.8,20,CE,73900.0,Sell,2024-04-05,Friday,09:44:00,386.0,-1543.9999999999998,-24.999999999999996,2024-04-05,,,Stop Loss Hit
66.2,2024-04-05,Friday,09:19:00,313.95,20,PE,74200.0,Sell,2024-04-05,Friday,10:10:00,313.95,-0.0,-0.0,2024-04-05,,,Stop Loss Hit
67,2024-04-08,,09:19:00,74494.41,,,,,2024-04-08,,09:29:00,74508.36,-2226.0,,,0,-2226.0,
67.1,2024-04-08,Monday,09:19:00,348.8,20,CE,74700.0,Sell,2024-04-08,Monday,09:29:00,367.6,-376.0000000000002,-5.389908256880737,2024-04-12,,,Stop Loss Hit
67.2,2024-04-08,Monday,09:19:00,369.9,20,PE,74300.0,Sell,2024-04-08,Monday,09:28:00,462.4,-1850.0,-25.00675858340092,2024-04-12,,,Stop Loss Hit
68,2024-04-09,,09:19:00,74879.81,,,,,2024-04-09,,13:22:00,74751.2,-1793.0,,,934.0,-1793.0,
68.1,2024-04-09,Tuesday,09:19:00,358.55,20,CE,74900.0,Sell,2024-04-09,Tuesday,10:39:00,448.2,-1792.9999999999995,-25.003486264119363,2024-04-12,,,Stop Loss Hit
68.2,2024-04-09,Tuesday,09:19:00,357.3,20,PE,74800.0,Sell,2024-04-09,Tuesday,13:22:00,357.3,-0.0,-0.0,2024-04-12,,,Stop Loss Hit
69,2024-04-10,,09:19:00,74899.16,,,,,2024-04-10,,15:15:00,75030.68,2337.0,,,2533.0,-190.0,Exit Condition Met For Trade
69.1,2024-04-10,Wednesday,09:19:00,324.45,20,CE,74800.0,Sell,2024-04-10,Wednesday,15:15:00,338.75,-286.0000000000002,-4.407458776390819,2024-04-12,,,Exit Condition Met For Trade
69.2,2024-04-10,Wednesday,09:19:00,335.7,20,PE,74900.0,Sell,2024-04-10,Wednesday,15:15:00,204.55,2622.9999999999995,39.06761989871909,2024-04-12,,,Exit Condition Met For Trade
70,2024-04-12,,09:19:00,74855.81,,,,,2024-04-12,,15:15:00,74241.37,4299.0,,,4299.0,-586.0,Exit Condition Met For Trade
70.1,2024-04-12,Friday,09:19:00,304.45,20,CE,74600.0,Sell,2024-04-12,Friday,15:15:00,0.45,6080.0,99.85219247823944,2024-04-12,,,Exit Condition Met For Trade
70.2,2024-04-12,Friday,09:19:00,356.15,20,PE,75100.0,Sell,2024-04-12,Friday,09:45:00,445.2,-1781.0000000000002,-25.003509757124814,2024-04-12,,,Stop Loss Hit
71,2024-04-15,,09:19:00,73587.44,,,,,2024-04-15,,15:15:00,73388.38,4844.0,,,5099.0,0,Exit Condition Met For Trade
71.1,2024-04-15,Monday,09:19:00,335.3,20,CE,74200.0,Sell,2024-04-15,Monday,15:15:00,171.15,3283.0,48.95615866388309,2024-04-19,,,Exit Condition Met For Trade
71.2,2024-04-15,Monday,09:19:00,350.05,20,PE,73000.0,Sell,2024-04-15,Monday,15:15:00,272.0,1561.0000000000002,22.296814740751323,2024-04-19,,,Exit Condition Met For Trade
72,2024-04-16,,09:19:00,72999.45,,,,,2024-04-16,,15:15:00,73008.73,-4.0,,,2276.0,-321.0,Exit Condition Met For Trade
72.1,2024-04-16,Tuesday,09:19:00,364.55,20,CE,73200.0,Sell,2024-04-16,Tuesday,15:15:00,277.75,1736.0000000000002,23.81017693046222,2024-04-19,,,Exit Condition Met For Trade
72.2,2024-04-16,Tuesday,09:19:00,347.95,20,PE,72900.0,Sell,2024-04-16,Tuesday,13:16:00,434.95,-1740.0,-25.003592470182497,2024-04-19,,,Stop Loss Hit
73,2024-04-18,,09:19:00,73230.24,,,,,2024-04-18,,11:09:00,73252.11,-1844.0,,,1225.0,-1844.0,
73.1,2024-04-18,Thursday,09:19:00,374.45,20,CE,73100.0,Sell,2024-04-18,Thursday,11:09:00,374.45,-0.0,-0.0,2024-04-19,,,Stop Loss Hit
73.2,2024-04-18,Thursday,09:19:00,368.9,20,PE,73400.0,Sell,2024-04-18,Thursday,09:40:00,461.1,-1844.000000000001,-24.9932230956899,2024-04-19,,,Stop Loss Hit
74,2024-04-19,,09:19:00,71903.09,,,,,2024-04-19,,09:23:00,71910.16,-1799.0,,,20.0,-1799.0,
74.1,2024-04-19,Friday,09:19:00,315.7,20,CE,71900.0,Sell,2024-04-19,Friday,09:23:00,315.7,-0.0,-0.0,2024-04-19,,,Stop Loss Hit
74.2,2024-04-19,Friday,09:19:00,359.8,20,PE,72100.0,Sell,2024-04-19,Friday,09:22:00,449.75,-1798.9999999999998,-24.999999999999993,2024-04-19,,,Stop Loss Hit
75,2024-04-22,,09:19:00,73475.78,,,,,2024-04-22,,15:15:00,73677.87,684.0,,,1638.0,-782.0,Exit Condition Met For Trade
75.1,2024-04-22,Monday,09:19:00,366.55,20,CE,73700.0,Sell,2024-04-22,Monday,15:15:00,458.2,-1832.9999999999995,-25.003410175965072,2024-04-26,,,Stop Loss Hit
75.2,2024-04-22,Monday,09:19:00,366.95,20,PE,73000.0,Sell,2024-04-22,Monday,15:15:00,241.1,2517.0,34.296225643820684,2024-04-26,,,Exit Condition Met For Trade
76,2024-04-23,,09:19:00,73916.09,,,,,2024-04-23,,15:15:00,73792.17,868.0,,,1350.0,-152.0,Exit Condition Met For Trade
76.1,2024-04-23,Tuesday,09:19:00,361.8,20,CE,73900.0,Sell,2024-04-23,Tuesday,15:15:00,338.65,463.0000000000007,6.398562741846334,2024-04-26,,,Exit Condition Met For Trade
76.2,2024-04-23,Tuesday,09:19:00,351.0,20,PE,73700.0,Sell,2024-04-23,Tuesday,15:15:00,330.75,405.0,5.769230769230769,2024-04-26,,,Exit Condition Met For Trade
77,2024-04-24,,09:19:00,73908.04,,,,,2024-04-24,,15:15:00,73841.22,-700.0,,,592.0,-1247.0,Exit Condition Met For Trade
77.1,2024-04-24,Wednesday,09:19:00,330.75,20,CE,73900.0,Sell,2024-04-24,Wednesday,10:28:00,413.45,-1653.9999999999998,-25.00377928949357,2024-04-26,,,Stop Loss Hit
77.2,2024-04-24,Wednesday,09:19:00,347.25,20,PE,73900.0,Sell,2024-04-24,Wednesday,15:15:00,299.55,953.9999999999998,13.736501079913605,2024-04-26,,,Exit Condition Met For Trade
78,2024-04-25,,09:19:00,73662.33,,,,,2024-04-25,,15:15:00,74361.69,3651.0,,,3926.0,-888.0,Exit Condition Met For Trade
78.1,2024-04-25,Thursday,09:19:00,326.0,20,CE,73600.0,Sell,2024-04-25,Thursday,09:35:00,407.5,-1630.0,-25.0,2024-04-26,,,Stop Loss Hit
78.2,2024-04-25,Thursday,09:19:00,368.45,20,PE,73900.0,Sell,2024-04-25,Thursday,15:15:00,104.4,5280.999999999999,71.66508345772831,2024-04-26,,,Exit Condition Met For Trade
79,2024-04-26,,09:19:00,74432.11,,,,,2024-04-26,,15:15:00,73732.47,4399.0,,,4399.0,-1154.0,Exit Condition Met For Trade
79.1,2024-04-26,Friday,09:19:00,297.85,20,CE,74200.0,Sell,2024-04-26,Friday,15:15:00,0.2,5953.000000000001,99.93285210676515,2024-04-26,,,Exit Condition Met For Trade
79.2,2024-04-26,Friday,09:19:00,310.9,20,PE,74600.0,Sell,2024-04-26,Friday,09:51:00,388.6,-1554.000000000001,-24.991958829205547,2024-04-26,,,Stop Loss Hit
80,2024-04-29,,09:19:00,74020.05,,,,,2024-04-29,,15:15:00,74716.84,1822.0,,,1822.0,-258.0,Exit Condition Met For Trade
80.1,2024-04-29,Monday,09:19:00,363.5,20,CE,74400.0,Sell,2024-04-29,Monday,10:31:00,454.4,-1817.9999999999995,-25.006877579092155,2024-05-03,,,Stop Loss Hit
80.2,2024-04-29,Monday,09:19:00,373.45,20,PE,74000.0,Sell,2024-04-29,Monday,15:15:00,191.45,3640.0,48.73477038425492,2024-05-03,,,Exit Condition Met For Trade
81,2024-04-30,,09:19:00,74793.6,,,,,2024-04-30,,14:52:00,74803.34,-1673.0,,,408.0,-1673.0,
81.1,2024-04-30,Tuesday,09:19:00,334.55,20,CE,74900.0,Sell,2024-04-30,Tuesday,09:52:00,418.2,-1672.9999999999995,-25.00373636227768,2024-05-03,,,Stop Loss Hit
81.2,2024-04-30,Tuesday,09:19:00,337.05,20,PE,74700.0,Sell,2024-04-30,Tuesday,14:52:00,337.05,-0.0,-0.0,2024-05-03,,,Stop Loss Hit
82,2024-05-02,,09:19:00,74618.57,,,,,2024-05-02,,15:15:00,74584.29,3545.0,,,3566.0,-393.0,Exit Condition Met For Trade
82.1,2024-05-02,Thursday,09:19:00,361.0,20,CE,74600.0,Sell,2024-05-02,Thursday,15:15:00,285.15,1517.0000000000005,21.01108033240998,2024-05-03,,,Exit Condition Met For Trade
82.2,2024-05-02,Thursday,09:19:00,333.0,20,PE,74700.0,Sell,2024-05-02,Thursday,15:15:00,231.6,2028.0,30.45045045045045,2024-05-03,,,Exit Condition Met For Trade
83,2024-05-03,,09:19:00,75040.78,,,,,2024-05-03,,09:31:00,75047.23,-1549.0,,,0,-1549.0,
83.1,2024-05-03,Friday,09:19:00,309.75,20,CE,74800.0,Sell,2024-05-03,Friday,09:30:00,387.2,-1548.9999999999998,-25.004035512510086,2024-05-03,,,Stop Loss Hit
83.2,2024-05-03,Friday,09:19:00,336.25,20,PE,75200.0,Sell,2024-05-03,Friday,09:31:00,336.25,-0.0,-0.0,2024-05-03,,,Stop Loss Hit
84,2024-05-06,,09:19:00,74059.95,,,,,2024-05-06,,15:15:00,73892.6,-31.0,,,918.0,-905.0,Exit Condition Met For Trade
84.1,2024-05-06,Monday,09:19:00,370.05,20,CE,74500.0,Sell,2024-05-06,Monday,15:15:00,272.5,1951.0000000000002,26.361302526685588,2024-05-10,,,Exit Condition Met For Trade
84.2,2024-05-06,Monday,09:19:00,370.7,20,PE,73800.0,Sell,2024-05-06,Monday,13:31:00,469.8,-1982.0000000000005,-26.733207445373623,2024-05-10,,,Stop Loss Hit
85,2024-05-07,,09:19:00,73958.2,,,,,2024-05-07,,15:15:00,73530.94,1392.0,,,2107.0,-106.0,Exit Condition Met For Trade
85.1,2024-05-07,Tuesday,09:19:00,340.0,20,CE,74300.0,Sell,2024-05-07,Tuesday,15:15:00,176.9,3262.0,47.970588235294116,2024-05-10,,,Exit Condition Met For Trade
85.2,2024-05-07,Tuesday,09:19:00,373.95,20,PE,73800.0,Sell,2024-05-07,Tuesday,10:01:00,467.45,-1870.0,-25.003342692873378,2024-05-10,,,Stop Loss Hit
86,2024-05-08,,09:19:00,73240.99,,,,,2024-05-08,,10:23:00,73152.3,-1858.0,,,314.0,-1858.0,
86.1,2024-05-08,Wednesday,09:19:00,371.55,20,CE,73400.0,Sell,2024-05-08,Wednesday,10:10:00,464.45,-1857.9999999999995,-25.003364284753054,2024-05-10,,,Stop Loss Hit
86.2,2024-05-08,Wednesday,09:19:00,370.55,20,PE,73200.0,Sell,2024-05-08,Wednesday,10:23:00,370.55,-0.0,-0.0,2024-05-10,,,Stop Loss Hit
87,2024-05-09,,09:19:00,73426.32,,,,,2024-05-09,,15:15:00,72370.61,4749.0,,,4749.0,-837.0,Exit Condition Met For Trade
87.1,2024-05-09,Thursday,09:19:00,346.85,20,CE,73500.0,Sell,2024-05-09,Thursday,15:15:00,28.8,6361.0,91.69669886117917,2024-05-10,,,Exit Condition Met For Trade
87.2,2024-05-09,Thursday,09:19:00,322.4,20,PE,73500.0,Sell,2024-05-09,Thursday,09:26:00,403.0,-1612.0000000000005,-25.000000000000007,2024-05-10,,,Stop Loss Hit
88,2024-05-10,,09:19:00,72514.88,,,,,2024-05-10,,09:24:00,72479.6,-1796.0,,,0,-1796.0,
88.1,2024-05-10,Friday,09:19:00,319.0,20,CE,72400.0,Sell,2024-05-10,Friday,09:24:00,319.0,-0.0,-0.0,2024-05-10,,,Stop Loss Hit
88.2,2024-05-10,Friday,09:19:00,359.25,20,PE,72800.0,Sell,2024-05-10,Friday,09:21:00,449.05,-1796.0000000000002,-24.996520528879614,2024-05-10,,,Stop Loss Hit
89,2024-05-13,,09:19:00,72355.52,,,,,2024-05-13,,12:27:00,72475.8,-1857.0,,,1457.0,-1857.0,
89.1,2024-05-13,Monday,09:19:00,373.75,20,CE,72900.0,Sell,2024-05-13,Monday,12:27:00,373.75,-0.0,-0.0,2024-05-17,,,Stop Loss Hit
89.2,2024-05-13,Monday,09:19:00,371.45,20,PE,72200.0,Sell,2024-05-13,Monday,09:24:00,464.3,-1857.0000000000005,-24.996634809530224,2024-05-17,,,Stop Loss Hit
90,2024-05-14,,09:19:00,72956.18,,,,,2024-05-14,,11:07:00,72985.08,-1810.0,,,385.0,-1810.0,
90.1,2024-05-14,Tuesday,09:19:00,336.85,20,CE,73300.0,Sell,2024-05-14,Tuesday,11:07:00,336.85,-0.0,-0.0,2024-05-17,,,Stop Loss Hit
90.2,2024-05-14,Tuesday,09:19:00,362.0,20,PE,72800.0,Sell,2024-05-14,Tuesday,09:26:00,452.5,-1810.0,-25.0,2024-05-17,,,Stop Loss Hit
91,2024-05-15,,09:19:00,73224.84,,,,,2024-05-15,,15:15:00,73002.72,558.0,,,1440.0,-807.0,Exit Condition Met For Trade
91.1,2024-05-15,Wednesday,09:19:00,370.45,20,CE,73300.0,Sell,2024-05-15,Wednesday,15:15:00,255.45,2300.0,31.04332568497773,2024-05-17,,,Exit Condition Met For Trade
91.2,2024-05-15,Wednesday,09:19:00,348.35,20,PE,73200.0,Sell,2024-05-15,Wednesday,10:02:00,435.45,-1741.9999999999993,-25.00358834505525,2024-05-17,,,Stop Loss Hit
92,2024-05-16,,09:19:00,73254.59,,,,,2024-05-16,,12:15:00,73288.34,-1642.0,,,2081.0,-1642.0,
92.1,2024-05-16,Thursday,09:19:00,365.35,20,CE,73200.0,Sell,2024-05-16,Thursday,12:15:00,365.35,-0.0,-0.0,2024-05-17,,,Stop Loss Hit
92.2,2024-05-16,Thursday,09:19:00,328.4,20,PE,73300.0,Sell,2024-05-16,Thursday,09:39:00,410.5,-1642.0000000000005,-25.000000000000007,2024-05-17,,,Stop Loss Hit
93,2024-05-17,,09:19:00,73591.72,,,,,2024-05-17,,15:15:00,73941.14,5588.0,,,5588.0,-145.0,Exit Condition Met For Trade
93.1,2024-05-17,Friday,09:19:00,312.1,20,CE,73400.0,Sell,2024-05-17,Friday,09:59:00,390.1,-1560.0,-24.991989746875998,2024-05-17,,,Stop Loss Hit
93.2,2024-05-17,Friday,09:19:00,357.65,20,PE,73700.0,Sell,2024-05-17,Friday,15:15:00,0.25,7148.0,99.93009925905216,2024-05-17,,,Exit Condition Met For Trade
94,2024-05-21,,09:19:00,73795.23,,,,,2024-05-21,,15:15:00,73957.21,3142.0,,,3440.0,0,Exit Condition Met For Trade
94.1,2024-05-21,Tuesday,09:19:00,349.3,20,CE,74300.0,Sell,2024-05-21,Tuesday,15:15:00,314.25,701.0000000000002,10.03435442313198,2024-05-24,,,Exit Condition Met For Trade
94.2,2024-05-21,Tuesday,09:19:00,370.45,20,PE,73600.0,Sell,2024-05-21,Tuesday,15:15:00,248.4,2440.9999999999995,32.946416520448096,2024-05-24,,,Exit Condition Met For Trade
95,2024-05-22,,09:19:00,73995.42,,,,,2024-05-22,,09:57:00,74023.41,-1818.0,,,0,-1818.0,
95.1,2024-05-22,Wednesday,09:19:00,342.7,20,CE,74200.0,Sell,2024-05-22,Wednesday,09:57:00,342.7,-0.0,-0.0,2024-05-24,,,Stop Loss Hit
95.2,2024-05-22,Wednesday,09:19:00,363.6,20,PE,74000.0,Sell,2024-05-22,Wednesday,09:46:00,454.5,-1817.9999999999995,-24.999999999999993,2024-05-24,,,Stop Loss Hit
96,2024-05-23,,09:19:00,74238.8,,,,,2024-05-23,,15:15:00,75446.66,4401.0,,,4418.0,-193.0,Exit Condition Met For Trade
96.1,2024-05-23,Thursday,09:19:00,335.15,20,CE,74300.0,Sell,2024-05-23,Thursday,09:38:00,418.95,-1676.0000000000002,-25.003729673280628,2024-05-24,,,Stop Loss Hit
96.2,2024-05-23,Thursday,09:19:00,337.65,20,PE,74300.0,Sell,2024-05-23,Thursday,15:15:00,33.8,6076.999999999999,89.98963423663557,2024-05-24,,,Exit Condition Met For Trade
97,2024-05-24,,09:19:00,75427.35,,,,,2024-05-24,,15:15:00,75424.43,1787.0,,,2566.0,-1010.0,Exit Condition Met For Trade
97.1,2024-05-24,Friday,09:19:00,311.7,20,CE,75300.0,Sell,2024-05-24,Friday,15:15:00,136.85,3497.0,56.09560474815528,2024-05-24,,,Exit Condition Met For Trade
97.2,2024-05-24,Friday,09:19:00,342.1,20,PE,75600.0,Sell,2024-05-24,Friday,10:16:00,427.6,-1710.0,-24.992692195264542,2024-05-24,,,Stop Loss Hit
98,2024-05-27,,09:19:00,75604.0,,,,,2024-05-27,,15:00:00,75367.28,-1850.0,,,1572.0,-1850.0,
98.1,2024-05-27,Monday,09:19:00,370.0,20,CE,76000.0,Sell,2024-05-27,Monday,11:55:00,462.5,-1850.0,-25.0,2024-05-31,,,Stop Loss Hit
98.2,2024-05-27,Monday,09:19:00,357.55,20,PE,75200.0,Sell,2024-05-27,Monday,15:00:00,357.55,-0.0,-0.0,2024-05-31,,,Stop Loss Hit
99,2024-05-28,,09:19:00,75510.11,,,,,2024-05-28,,15:15:00,75209.06,325.0,,,1108.0,-1149.0,Exit Condition Met For Trade
99.1,2024-05-28,Tuesday,09:19:00,349.2,20,CE,75900.0,Sell,2024-05-28,Tuesday,15:15:00,242.3,2137.9999999999995,30.612829324169525,2024-05-31,,,Exit Condition Met For Trade
99.2,2024-05-28,Tuesday,09:19:00,362.55,20,PE,75300.0,Sell,2024-05-28,Tuesday,12:38:00,453.2,-1812.9999999999995,-25.0034478003034,2024-05-31,,,Stop Loss Hit
100,2024-05-29,,09:19:00,74879.54,,,,,2024-05-29,,15:15:00,74534.02,1101.0,,,1505.0,-813.0,Exit Condition Met For Trade
100.1,2024-05-29,Wednesday,09:19:00,336.95,20,CE,75300.0,Sell,2024-05-29,Wednesday,15:15:00,189.1,2957.0,43.878913785428104,2024-05-31,,,Exit Condition Met For Trade
100.2,2024-05-29,Wednesday,09:19:00,371.25,20,PE,75000.0,Sell,2024-05-29,Wednesday,10:08:00,464.05,-1856.0000000000002,-24.996632996633,2024-05-31,,,Stop Loss Hit
101,2024-05-30,,09:19:00,74370.43,,,,,2024-05-30,,15:15:00,73836.21,3113.0,,,3615.0,-1185.0,Exit Condition Met For Trade
101.1,2024-05-30,Thursday,09:19:00,339.0,20,CE,74600.0,Sell,2024-05-30,Thursday,15:15:00,94.05,4899.0,72.2566371681416,2024-05-31,,,Exit Condition Met For Trade
101.2,2024-05-30,Thursday,09:19:00,357.25,20,PE,74500.0,Sell,2024-05-30,Thursday,09:27:00,446.55,-1786.0000000000002,-24.9965010496851,2024-05-31,,,Stop Loss Hit
102,2024-05-31,,09:19:00,74243.69,,,,,2024-05-31,,10:07:00,74142.97,-1578.0,,,1478.0,-1578.0,
102.1,2024-05-31,Friday,09:19:00,315.7,20,CE,74200.0,Sell,2024-05-31,Friday,09:22:00,394.6,-1578.0000000000007,-24.992081089642078,2024-05-31,,,Stop Loss Hit
102.2,2024-05-31,Friday,09:19:00,314.25,20,PE,74400.0,Sell,2024-05-31,Friday,10:07:00,314.25,-0.0,-0.0,2024-05-31,,,Stop Loss Hit
103,2024-06-03,,09:19:00,76035.96,,,,,2024-06-03,,09:35:00,75961.13,-1517.0,,,0,-1517.0,
103.1,2024-06-03,Monday,09:19:00,174.25,20,CE,80000.0,Sell,2024-06-03,Monday,09:35:00,174.25,-0.0,-0.0,2024-06-07,,,Stop Loss Hit
103.2,2024-06-03,Monday,09:19:00,299.3,20,PE,74100.0,Sell,2024-06-03,Monday,09:22:00,375.15,-1516.9999999999993,-25.342465753424644,2024-06-07,,,Stop Loss Hit
104,2024-06-04,,09:19:00,75290.17,,,,,2024-06-04,,09:20:00,75128.4,-3330.0,,,0,-3330.0,
104.1,2024-06-04,Tuesday,09:19:00,369.95,20,CE,77000.0,Sell,2024-06-04,Tuesday,09:20:00,462.45,-1850.0,-25.0033788349777,2024-06-07,,,Stop Loss Hit
104.2,2024-06-04,Tuesday,09:19:00,295.9,20,PE,73500.0,Sell,2024-06-04,Tuesday,09:20:00,369.9,-1480.0,-25.008448800270365,2024-06-07,,,Stop Loss Hit
105,2024-06-05,,09:19:00,72423.22,,,,,2024-06-05,,15:15:00,74430.8,4857.0,,,11193.0,0,Exit Condition Met For Trade
105.1,2024-06-05,Wednesday,09:19:00,366.0,20,CE,74500.0,Sell,2024-06-05,Wednesday,13:59:00,457.5,-1830.0,-25.0,2024-06-07,,,Stop Loss Hit
105.2,2024-06-05,Wednesday,09:19:00,365.75,20,PE,69000.0,Sell,2024-06-05,Wednesday,15:15:00,31.4,6687.0,91.4149008885851,2024-06-07,,,Exit Condition Met For Trade
106,2024-06-06,,09:19:00,74810.93,,,,,2024-06-06,,09:23:00,74796.41,-1817.0,,,114.0,-1817.0,
106.1,2024-06-06,Thursday,09:19:00,350.25,20,CE,75300.0,Sell,2024-06-06,Thursday,09:23:00,350.25,-0.0,-0.0,2024-06-07,,,Stop Loss Hit
106.2,2024-06-06,Thursday,09:19:00,363.45,20,PE,74400.0,Sell,2024-06-06,Thursday,09:21:00,454.3,-1817.0000000000005,-24.996560737377912,2024-06-07,,,Stop Loss Hit
107,2024-06-07,,09:19:00,75015.26,,,,,2024-06-07,,15:15:00,76718.05,4950.0,,,4950.0,-933.0,Exit Condition Met For Trade
107.1,2024-06-07,Friday,09:19:00,340.0,20,CE,74900.0,Sell,2024-06-07,Friday,09:21:00,425.0,-1700.0,-25.0,2024-06-07,,,Stop Loss Hit
107.2,2024-06-07,Friday,09:19:00,332.8,20,PE,75000.0,Sell,2024-06-07,Friday,15:15:00,0.3,6650.0,99.90985576923076,2024-06-07,,,Exit Condition Met For Trade
108,2024-06-10,,09:19:00,77029.75,,,,,2024-06-10,,15:15:00,76510.7,2525.0,,,2525.0,-1210.0,Exit Condition Met For Trade
108.1,2024-06-10,Monday,09:19:00,360.7,20,CE,78200.0,Sell,2024-06-10,Monday,15:15:00,144.0,4334.0,60.07762683670641,2024-06-14,,,Exit Condition Met For Trade
108.2,2024-06-10,Monday,09:19:00,361.85,20,PE,76000.0,Sell,2024-06-10,Monday,09:21:00,452.3,-1808.9999999999998,-24.996545529915704,2024-06-14,,,Stop Loss Hit
109,2024-06-11,,09:19:00,76396.01,,,,,2024-06-11,,15:15:00,76465.4,1219.0,,,2596.0,0,Exit Condition Met For Trade
109.1,2024-06-11,Tuesday,09:19:00,360.4,20,CE,77000.0,Sell,2024-06-11,Tuesday,10:40:00,450.5,-1802.0000000000005,-25.000000000000007,2024-06-14,,,Stop Loss Hit
109.2,2024-06-11,Tuesday,09:19:00,360.8,20,PE,75800.0,Sell,2024-06-11,Tuesday,15:15:00,209.75,3021.0,41.86529933481153,2024-06-14,,,Exit Condition Met For Trade
110,2024-06-12,,09:19:00,76629.51,,,,,2024-06-12,,15:15:00,76616.47,-936.0,,,1171.0,-1246.0,Exit Condition Met For Trade
110.1,2024-06-12,Wednesday,09:19:00,368.35,20,CE,76800.0,Sell,2024-06-12,Wednesday,09:54:00,460.45,-1841.9999999999993,-25.003393511605797,2024-06-14,,,Stop Loss Hit
110.2,2024-06-12,Wednesday,09:19:00,364.95,20,PE,76500.0,Sell,2024-06-12,Wednesday,15:15:00,319.65,906.0000000000002,12.412659268392934,2024-06-14,,,Exit Condition Met For Trade
111,2024-06-13,,09:19:00,76955.79,,,,,2024-06-13,,15:15:00,76803.18,2262.0,,,2300.0,-715.0,Exit Condition Met For Trade
111.1,2024-06-13,Thursday,09:19:00,369.75,20,CE,76900.0,Sell,2024-06-13,Thursday,15:15:00,163.95,4116.0,55.65922920892495,2024-06-14,,,Exit Condition Met For Trade
111.2,2024-06-13,Thursday,09:19:00,370.7,20,PE,77000.0,Sell,2024-06-13,Thursday,09:48:00,463.4,-1853.9999999999998,-25.006743997841916,2024-06-14,,,Stop Loss Hit
112,2024-06-14,,09:19:00,76849.69,,,,,2024-06-14,,10:08:00,76902.97,-1792.0,,,1773.0,-1792.0,
112.1,2024-06-14,Friday,09:19:00,304.25,20,CE,76600.0,Sell,2024-06-14,Friday,10:08:00,304.25,-0.0,-0.0,2024-06-14,,,Stop Loss Hit
112.2,2024-06-14,Friday,09:19:00,358.5,20,PE,77100.0,Sell,2024-06-14,Friday,09:22:00,448.1,-1792.0000000000005,-24.993026499302655,2024-06-14,,,Stop Loss Hit
113,2024-06-18,,09:19:00,77142.55,,,,,2024-06-18,,15:15:00,77288.9,-79.0,,,251.0,-1138.0,Exit Condition Met For Trade
113.1,2024-06-18,Tuesday,09:19:00,360.0,20,CE,77200.0,Sell,2024-06-18,Tuesday,09:46:00,450.0,-1800.0,-25.0,2024-06-21,,,Stop Loss Hit
113.2,2024-06-18,Tuesday,09:19:00,354.65,20,PE,77000.0,Sell,2024-06-18,Tuesday,15:15:00,268.6,1720.999999999999,24.263358240518812,2024-06-21,,,Exit Condition Met For Trade
114,2024-06-19,,09:19:00,77459.72,,,,,2024-06-19,,11:48:00,77421.24,-1677.0,,,1352.0,-1677.0,
114.1,2024-06-19,Wednesday,09:19:00,348.0,20,CE,77400.0,Sell,2024-06-19,Wednesday,11:48:00,348.0,-0.0,-0.0,2024-06-21,,,Stop Loss Hit
114.2,2024-06-19,Wednesday,09:19:00,335.4,20,PE,77400.0,Sell,2024-06-19,Wednesday,10:15:00,419.25,-1677.0000000000005,-25.000000000000007,2024-06-21,,,Stop Loss Hit
115,2024-06-20,,09:19:00,77367.36,,,,,2024-06-20,,09:27:00,77393.49,-1716.0,,,0,-1716.0,
115.1,2024-06-20,Thursday,09:19:00,334.8,20,CE,77300.0,Sell,2024-06-20,Thursday,09:27:00,334.8,-0.0,-0.0,2024-06-21,,,Stop Loss Hit
115.2,2024-06-20,Thursday,09:19:00,343.2,20,PE,77300.0,Sell,2024-06-20,Thursday,09:24:00,429.0,-1716.0000000000002,-25.000000000000007,2024-06-21,,,Stop Loss Hit
116,2024-06-21,,09:19:00,77663.98,,,,,2024-06-21,,09:33:00,77661.16,-1696.0,,,232.0,-1696.0,
116.1,2024-06-21,Friday,09:19:00,351.95,20,CE,77400.0,Sell,2024-06-21,Friday,09:33:00,351.95,-0.0,-0.0,2024-06-21,,,Stop Loss Hit
116.2,2024-06-21,Friday,09:19:00,339.3,20,PE,77800.0,Sell,2024-06-21,Friday,09:22:00,424.1,-1696.0000000000002,-24.992631889183617,2024-06-21,,,Stop Loss Hit
117,2024-06-24,,09:19:00,76944.42,,,,,2024-06-24,,15:15:00,77387.4,710.0,,,1085.0,-196.0,Exit Condition Met For Trade
117.1,2024-06-24,Monday,09:19:00,369.65,20,CE,77300.0,Sell,2024-06-24,Monday,11:04:00,462.05,-1848.0000000000007,-24.99661842283242,2024-06-28,,,Stop Loss Hit
117.2,2024-06-24,Monday,09:19:00,342.6,20,PE,76600.0,Sell,2024-06-24,Monday,15:15:00,214.7,2558.000000000001,37.332165791009935,2024-06-28,,,Exit Condition Met For Trade
118,2024-06-25,,09:19:00,77543.91,,,,,2024-06-25,,15:15:00,78083.92,1632.0,,,1828.0,0,Exit Condition Met For Trade
118.1,2024-06-25,Tuesday,09:19:00,340.2,20,CE,77700.0,Sell,2024-06-25,Tuesday,12:39:00,425.25,-1701.0000000000002,-25.000000000000007,2024-06-28,,,Stop Loss Hit
